measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1992,0.07489853478709858,0.0777659213451903,0.07067744341976939
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1992,61.75887568162322,64.13653661684523,58.255663543418144
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,19831.481682006903,24928.883278734174,15284.102099362606
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.0022190377222212516,0.002790666488466116,0.0017065183271292388
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,3.1061917773344674,3.9045943969376005,2.393938739738997
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,19213.921231526845,25837.868909021134,15953.755984756992
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.011432986518047071,0.01539114964624927,0.009495035359241207
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,6.259644232810335,8.417639749614574,5.1975250360549
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,531825.9371982274,613929.387496599,467519.5851444958
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.03805183601779724,0.043167571913465284,0.03357440273234439
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,26.406487832474973,30.483129473403594,23.213516628393283
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,398114.86548869195,409470.1303185391,385729.80836820306
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.04387574366137292,0.04516997014370786,0.042501338990600525
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,45.611006116337265,46.911949885344775,44.19208166753428
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1993,37793.40118060786,49436.641213746385,29127.47088511042
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1993,0.0034241094794954974,0.004472032965987328,0.0026460462712955546
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1993,3.203104623881158,4.189904298482564,2.4686409203608064
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,552249.874176941,628018.4441645183,485391.70788020565
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.03922916242670183,0.044064343781104645,0.0344076076506554
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,27.24773701228869,30.986120967369914,23.948987990222605
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,399943.3622819111,411223.1926561589,387204.52750205266
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.04330384105265665,0.04453841159238139,0.04190484744799674
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,45.74042460491947,47.03046784465665,44.28351903589556
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1993,183138.10093909732,190160.3688700967,172969.64615229305
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1993,0.0740900668166975,0.07696949956728887,0.06998575337385055
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1993,62.890059562562215,65.30152307660013,59.39818799721273
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,59280.156709747265,61323.419724800544,56977.589801266586
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.02047183654772551,0.021175393823268312,0.019684324197180407
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,11.543931801685893,11.941826986311883,11.09554102751055
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,572096.3279395147,634011.2502729998,503923.7516943254
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.040388068238187386,0.04473070234551427,0.0354941903427623
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,28.046847424336313,31.08220754669752,24.704707733702058
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,20001.927446065656,24964.33898352967,15446.1051626618
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.0022058215382828325,0.002755576774380832,0.0017087836225308595
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,3.0474166066699877,3.80347051043381,2.353309075237416
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1994,38195.8466709589,49237.661767503516,29794.83348289894
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1994,0.0034732454495774836,0.004472195890863771,0.0026924670854919144
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1994,3.1684657092942086,4.084419027547763,2.4715752217236098
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,19841.308909895317,26346.913409117496,16326.13969301936
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.011799803344001889,0.015667066958011067,0.00971586301841339
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,6.328986924829707,8.404146683728275,5.207717148062281
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,406668.5075970614,417745.26103369845,393125.75101886276
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.04407351508053895,0.04527482749157374,0.04258458165609521
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,46.41913843834229,47.68349341448935,44.873301766221495
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,60077.751588528736,62126.272492185635,57757.328016042295
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.02102203437855289,0.021747346566196327,0.020156031010341545
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,11.527531043100538,11.920594826031024,11.08229542662505
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1995,38954.48843419908,49613.329067966515,30540.87061187118
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1995,0.0035138723235541578,0.004475185883266213,0.0027569623311213074
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1995,3.164082041244368,4.029847389100427,2.4806851305523057
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1994,182600.4730354191,189250.91764308402,172712.70591082115
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1994,0.07340881821024962,0.07613407008568447,0.06945709244981378
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1994,62.063111097452584,64.32349561711862,58.702410112627454
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,20065.157737405487,25065.764962063207,15617.361301309555
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.002186033820221102,0.002738623395823256,0.0017036109601199668
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,2.9755763077133173,3.7171447806156186,2.3159872892773183
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,405919.51202721155,416809.2520281567,390761.6001414057
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.0441231092722549,0.04532949791597726,0.04246035225161043
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,46.25253394486867,47.493366312174906,44.52536436257828
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1995,186868.88837389823,194631.98583784336,176683.16370560657
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1995,0.07407774829956186,0.07722488481784964,0.07006370454852748
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1995,62.878078507113244,65.49022361079491,59.450762162922146
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,20704.853747918663,27001.637308639896,16952.72666432744
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.012255035820915154,0.016007900364562882,0.009996419767416801
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,6.466985194545254,8.433732052852985,5.295040171747112
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,61555.07855078193,63808.9077764474,59042.957584935786
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.021248428764438557,0.02203754295803648,0.020375883178339615
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,11.639776566665681,12.065965099339286,11.164746277706445
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,20225.043468207783,25453.278316339616,15743.553589641591
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.0022039643061166725,0.0027737412872044847,0.001712343297826078
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,2.9201571440635994,3.6750265892943785,2.2731051510473654
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,588197.6760479454,644723.5551588237,517276.79470084223
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.04128710843281958,0.045369620442674015,0.036054756298832716
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,28.64058777147118,31.392952270617354,25.187300195261415
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,21655.075255101056,27660.667156411677,17617.16474536051
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2001,0.012655930999851574,0.01620060040339964,0.010274394496145247
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2001,6.621975070448055,8.458444322356835,5.387209436193173
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2002,600052.8043195436,663189.7734935464,528736.1401602366
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.0420869473030205,0.046132807498198064,0.036634703901949575
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,29.011609273151766,32.0641824253502,25.56356073415588
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2002,410261.91300596454,422043.30325140234,394902.21077758726
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.04387710430008837,0.04513922191719599,0.04223776321372138
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,46.64618655084611,47.98571359392567,44.89981060709652
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1996,41185.68835752241,53465.472699807826,32757.85939221562
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1996,0.003682116623664854,0.004751808991948541,0.002926162991734388
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1996,3.277354690779225,4.254519585210223,2.60670947652998
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2002,63426.809463501995,65759.11437062941,60803.665654542994
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.021572023961182685,0.02231647282360838,0.02064454472137693
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,11.825440843255281,12.260281156696252,11.336375853252191
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1996,187533.66268222785,195861.92392369287,177443.06692072586
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1996,0.07417391227418588,0.07746653359415594,0.0702009648512604
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1996,62.492072148853204,65.26730884466723,59.12957056202499
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2002,20482.590765573193,25367.12070968479,15891.30830406458
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.002217744976083783,0.002760584952934303,0.0017184733062548837
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,2.879417612948783,3.56607887143031,2.2339807276934702
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2002,22662.70832738758,28558.96919373418,18514.251345186847
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2002,0.013043685939640816,0.016420762480566262,0.010632426071211244
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2002,6.784077016127434,8.549121478008159,5.542237282818491
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,610598.3938451229,672845.633588672,533343.7198951186
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.04279611069951986,0.046778143116567986,0.037251772298443724
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,29.306250969607568,32.29386647675301,25.598339376364347
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1997,43640.50384380597,57336.824138304284,34451.10753312266
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1997,0.003874238663386904,0.005047060529046465,0.0030789748869583487
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1997,3.403787740284185,4.472046880285742,2.6870509534022875
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,414032.85047836934,426064.6901449648,398312.0622915784
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.043759606430778426,0.045017356069132194,0.042097981427316813
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,46.9915459111458,48.35712534629231,45.207281355844295
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,65575.43764945984,67937.5992617611,62843.36756358875
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.021880257271401353,0.022670555066746596,0.020922592195835112
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,12.05852157825863,12.492894230493661,11.556127278430987
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,623043.4070677691,681546.6874134457,540545.8264642571
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.043078312190646686,0.04709600772731465,0.03735312445439304
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,29.67838206179256,32.4651585307687,25.748648292764468
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,45593.94385584038,58970.512300541486,36347.036248482706
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.004034990845921095,0.005204931921178795,0.003255972757335049
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,3.4864842222485684,4.5093655719676615,2.7793903683021512
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,20475.3266219977,25135.749284480735,15884.794365667847
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.002224821621405493,0.002733619406333417,0.001724166809539576
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,2.8022284014493173,3.4400482022595966,2.1739737169728026
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1997,188122.24441129694,196164.36534208842,177305.6799822144
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1997,0.07432878456853396,0.07754538448795208,0.07006559184970498
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1997,62.08682296758483,64.74099998995925,58.51698398906589
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,24049.6839844928,30894.682286007373,20074.488871675243
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2003,0.013209632896325483,0.01695042513716955,0.011054095842462764
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2003,7.054357790411908,9.062162430372288,5.888336289647337
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,411886.29454076226,423319.1033440455,395167.9701868182
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.04471069528222362,0.04594430482015583,0.0428933604859892
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,46.67467167519306,47.970229707327796,44.78016265529533
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,189763.43722725974,197119.96294718105,178437.56391869244
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1998,0.07425977700914449,0.07712290763886728,0.06981501161976789
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1998,62.03759046142673,64.4425907949993,58.334928345892706
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,67524.27297808946,69869.94647074665,64755.011800184104
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.022260110453435435,0.022980994940862625,0.02129427454005746
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,12.25251422353267,12.67814483849495,11.750022149579165
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,20470.683412693972,25371.03756455848,15844.23213700482
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.0022395618189843015,0.002779227409452947,0.0017357829356727942
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,2.7273841298081885,3.3802762621708613,2.110985080872633
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,24924.03762794321,31260.024315650633,21197.68161263231
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2004,0.01391141191860025,0.017421457733002008,0.011827047034412421
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2004,7.167019008612006,8.98896044952046,6.095488593144846
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,639759.6749539436,693506.5258157676,548925.6935699325
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.0449279555926668,0.04881474416119095,0.03883763161605282
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,30.23547346368672,32.77558586309103,25.942598277492767
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,415050.7795097005,426859.4168201065,397234.41455099924
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.04457215639013004,0.045828723085095585,0.042666749601331835
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,46.9030861035664,48.23752892328606,44.88973607276374
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,68859.46367018278,70937.12162609407,65730.40029801798
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.022690443665382344,0.023398735455317586,0.021653591136004593
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,12.334078134182048,12.706227352291785,11.773601620685765
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,20686.340029421353,25586.0452455455,15930.884392159953
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.0022933692265951497,0.0028409710948109033,0.0017732017291208287
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,2.683151824228086,3.3186752164823647,2.0663385334281568
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,25988.87422553381,32279.708569028855,21849.802286631577
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2005,0.014375133322373519,0.01784954529182678,0.012104514267021188
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2005,7.314856352663058,9.085481319398049,6.149868735128559
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,661468.2968559975,716616.3424003893,568959.5977947614
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2006,0.04655331423305725,0.05017667977080981,0.04019877584985086
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,31.00609754415154,33.591143097575824,26.66978428407752
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,416603.25723425153,428822.3157830869,396472.29637517565
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2006,0.04561236428183125,0.046942888200911935,0.04344184462846398
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,46.96995533579318,48.34759371071719,44.70028913420198
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,70200.65028639502,72432.70037700796,66994.74338323649
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2006,0.02295388584850869,0.023680363789223804,0.021866716504046767
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,12.416968920609444,12.81177005836692,11.84991368370657
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,21347.04530402931,26333.909399072283,16501.661549448083
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2006,0.002396736482358169,0.0029602569003727465,0.00185475891975915
Deaths,Sub-Saharan Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,2.6951057347578673,3.324706966665662,2.0833666693233823
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,27257.162415005172,33202.45295902847,22737.052806303647
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2006,0.014710858052005645,0.018010226694675707,0.012327217422754416
Deaths,Middle East & North Africa - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2006,7.505284474211092,9.142325635552526,6.2606681802844655
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,46825.70489360838,60109.36401279506,37531.199478120056
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.004211794884667428,0.00542054143934965,0.0033760989944681325
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,3.5111453945508426,4.507197854307446,2.814212802540373
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,47840.32691369039,61924.282755661734,37821.15697780569
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2000,0.004365888347510802,0.005619407069615145,0.0034618673856506585
Deaths,South Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2000,3.5181292480006157,4.553849113890768,2.781329625880195
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1999,191989.94315375507,199904.41514965493,180259.253755676
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,1999,0.07352253068346673,0.07659983998058201,0.06904848357074422
Deaths,North America,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,1999,62.174333054459964,64.73736843923116,58.37544766695567
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,688917.1246743439,750726.8303872987,589577.5814011956
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2007,0.04819561756347134,0.051704586576769254,0.04155677088361325
Deaths,East Asia & Pacific - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2007,32.02099566444955,34.893922244103166,27.40367527781885
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,421062.31133474247,433962.01359898836,399710.8009912301
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2007,0.04632381577167101,0.047735391625610406,0.04401530169512595
Deaths,Europe & Central Asia - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Rate,2007,47.34349333986952,48.79391279512234,44.942767697767096
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,72540.89738561318,74902.47657978607,69260.06809330781
Deaths,Latin America & Caribbean - WB,Both,All ages,"Tracheal, bronchus, and lung cancer",Percent,2007,0.02321752373502141,0.023976983614647895,0.0221644003685723
